,facility_detail_info,facility_available_name
734,유효폭 1.2m 이상,주출입구 높이차이 제거_수라간
735,손잡이 미흡설치,주출입구 높이차이 제거_수라간
736,평탄함,주출입구 접근로_수원갈비
737,단차없음,주출입구 접근로_수원갈비
738,유효폭 1.2m 이상,주출입구 접근로_수원갈비
739,기울기 1/18이하,주출입구 접근로_수원갈비
740,보/차도 구분없음,주출입구 접근로_수원갈비
741,경사로 1/12초과 설치,주출입구 높이차이 제거_수원갈비
742,유효폭 1.2m 이상,주출입구 높이차이 제거_수원갈비
743,손잡이 설치,주출입구 높이차이 제거_수원갈비
744,평탄함,주출입구 접근로_수원왕갈비
745,단차없음,주출입구 접근로_수원왕갈비
746,유효폭 1.2m 이상,주출입구 접근로_수원왕갈비
747,기울기 1/18이하,주출입구 접근로_수원왕갈비
748,보/차도 구분없음,주출입구 접근로_수원왕갈비
749,총주차대수7,장애인 전용 주차구역_수원왕갈비
750,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_수원왕갈비
751,유효폭 1.2m 이상,주출입구 높이차이 제거_수원왕갈비
752,평탄함,주출입구 접근로_수정궁(갈비탕 전문점)
753,단차없음,주출입구 접근로_수정궁(갈비탕 전문점)
754,유효폭 1.2m 이상,주출입구 접근로_수정궁(갈비탕 전문점)
755,기울기 1/18이하,주출입구 접근로_수정궁(갈비탕 전문점)
756,보/차도 구분,주출입구 접근로_수정궁(갈비탕 전문점)
757,총주차대수3,장애인 전용 주차구역_수정궁(갈비탕 전문점)
758,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_수정궁(갈비탕 전문점)
759,유효폭 1.2m 이상,주출입구 높이차이 제거_수정궁(갈비탕 전문점)
760,평탄하지 않음,주출입구 접근로_순흥골돼지갈비전문점
761,단차없음,주출입구 접근로_순흥골돼지갈비전문점
762,유효폭 1.2m 이상,주출입구 접근로_순흥골돼지갈비전문점
763,기울기 1/18이하,주출입구 접근로_순흥골돼지갈비전문점
764,보/차도 구분,주출입구 접근로_순흥골돼지갈비전문점
765,총주차대수17,장애인 전용 주차구역_순흥골돼지갈비전문점
766,평탄함,주출입구 접근로_쉐프케이엔알(송은아트 스페이스)
767,단차없음,주출입구 접근로_쉐프케이엔알(송은아트 스페이스)
768,유효폭 1.2m 이상,주출입구 접근로_쉐프케이엔알(송은아트 스페이스)
769,기울기 1/18이하,주출입구 접근로_쉐프케이엔알(송은아트 스페이스)
770,보/차도 구분,주출입구 접근로_쉐프케이엔알(송은아트 스페이스)
771,총주차대수16,장애인 전용 주차구역_쉐프케이엔알(송은아트 스페이스)
772,전용주차대수  1,장애인 전용 주차구역_쉐프케이엔알(송은아트 스페이스)
773,출입구와 가까운 곳에 설치,장애인 전용 주차구역_쉐프케이엔알(송은아트 스페이스)
774,크기 확보(3.3*5m),장애인 전용 주차구역_쉐프케이엔알(송은아트 스페이스)
775,안내표지판 설치,장애인 전용 주차구역_쉐프케이엔알(송은아트 스페이스)
776,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_쉐프케이엔알(송은아트 스페이스)
777,유효폭 1.2m 이상,주출입구 높이차이 제거_쉐프케이엔알(송은아트 스페이스)
778,상세정보 없음,주출입구 접근로_시화담
779,총주차대수5,장애인 전용 주차구역_시화담
780,상세정보 없음,"주출입구 접근로_신라비빔밥,샤브칼국수"
781,총주차대수4,"장애인 전용 주차구역_신라비빔밥,샤브칼국수"
782,평탄함,주출입구 접근로_신사면옥
783,단차없음,주출입구 접근로_신사면옥
784,유효폭 1.2m 이상,주출입구 접근로_신사면옥
785,기울기 1/18이하,주출입구 접근로_신사면옥
786,보/차도 구분,주출입구 접근로_신사면옥
787,총주차대수9,장애인 전용 주차구역_신사면옥
788,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_신사면옥
789,유효폭 1.2m 이상,주출입구 높이차이 제거_신사면옥
790,평탄함,주출입구 접근로_신의주 찰쌀 순대(호텔 칸)
791,단차없음,주출입구 접근로_신의주 찰쌀 순대(호텔 칸)
792,유효폭 1.2m 이상,주출입구 접근로_신의주 찰쌀 순대(호텔 칸)
793,기울기 1/18이하,주출입구 접근로_신의주 찰쌀 순대(호텔 칸)
794,보/차도 구분,주출입구 접근로_신의주 찰쌀 순대(호텔 칸)
795,총주차대수35,장애인 전용 주차구역_신의주 찰쌀 순대(호텔 칸)
796,전용주차대수  1,장애인 전용 주차구역_신의주 찰쌀 순대(호텔 칸)
797,출입구와 가까운 곳에 설치,장애인 전용 주차구역_신의주 찰쌀 순대(호텔 칸)
798,크기 확보(3.3*5m),장애인 전용 주차구역_신의주 찰쌀 순대(호텔 칸)
799,안내표지판 설치,장애인 전용 주차구역_신의주 찰쌀 순대(호텔 칸)
800,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_신의주 찰쌀 순대(호텔 칸)
801,유효폭 1.2m 이상,주출입구 높이차이 제거_신의주 찰쌀 순대(호텔 칸)
802,상세정보 없음,주출입구 접근로_신토오리
803,총주차대수10,장애인 전용 주차구역_신토오리
804,상세정보 없음,주출입구 접근로_아미소
805,경사로 1/12초과 설치,주출입구 높이차이 제거_아미소
806,유효폭 1.2m 미만,주출입구 높이차이 제거_아미소
807,손잡이 미흡설치,주출입구 높이차이 제거_아미소
808,상세정보 없음,주출입구 접근로_안동찜닭
809,평탄함,주출입구 접근로_안창골오리농원신내점
810,단차없음,주출입구 접근로_안창골오리농원신내점
811,유효폭 1.2m 이상,주출입구 접근로_안창골오리농원신내점
812,기울기 1/18이하,주출입구 접근로_안창골오리농원신내점
813,보/차도 구분,주출입구 접근로_안창골오리농원신내점
814,상세정보 없음,장애인 전용 주차구역_안창골오리농원신내점
815,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_안창골오리농원신내점
816,유효폭 1.2m 이상,주출입구 높이차이 제거_안창골오리농원신내점
817,총주차대수10,장애인 전용 주차구역_양대박
818,평탄함,주출입구 접근로_양주골오리마을
819,단차없음,주출입구 접근로_양주골오리마을
820,유효폭 1.2m 이상,주출입구 접근로_양주골오리마을
821,기울기 1/18이하,주출입구 접근로_양주골오리마을
822,보/차도 구분,주출입구 접근로_양주골오리마을
823,총주차대수2,장애인 전용 주차구역_양주골오리마을
824,전용주차대수  1,장애인 전용 주차구역_양주골오리마을
825,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_양주골오리마을
826,유효폭 1.2m 이상,주출입구 높이차이 제거_양주골오리마을
827,손잡이 설치,주출입구 높이차이 제거_양주골오리마을
828,평탄함,주출입구 접근로_양지촌
829,단차없음,주출입구 접근로_양지촌
830,유효폭 1.2m 이상,주출입구 접근로_양지촌
831,기울기 1/18이하,주출입구 접근로_양지촌
832,보/차도 구분,주출입구 접근로_양지촌
833,총주차대수29,장애인 전용 주차구역_양지촌
834,전용주차대수  2,장애인 전용 주차구역_양지촌
835,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_양지촌
836,유효폭 1.2m 이상,주출입구 높이차이 제거_양지촌
837,평탄하지 않음,주출입구 접근로_양촌리
838,단차없음,주출입구 접근로_양촌리
839,기울기 1/18~1/12이하,주출입구 접근로_양촌리
840,보/차도 구분,주출입구 접근로_양촌리
841,총주차대수10,장애인 전용 주차구역_양촌리
842,경사로 1/12초과 설치,주출입구 높이차이 제거_양촌리
843,유효폭 1.2m 미만,주출입구 높이차이 제거_양촌리
844,평탄함,주출입구 접근로_양촌리
845,단차없음,주출입구 접근로_양촌리
846,유효폭 1.2m 이상,주출입구 접근로_양촌리
847,기울기 1/18이하,주출입구 접근로_양촌리
848,보/차도 구분,주출입구 접근로_양촌리
849,총주차대수28,장애인 전용 주차구역_양촌리
850,전용주차대수  2,장애인 전용 주차구역_양촌리
851,출입구와 가까운 곳에 설치,장애인 전용 주차구역_양촌리
852,크기 확보(3.3*5m),장애인 전용 주차구역_양촌리
853,안내표지판 설치,장애인 전용 주차구역_양촌리
854,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_양촌리
855,유효폭 1.2m 이상,주출입구 높이차이 제거_양촌리
856,손잡이 설치,주출입구 높이차이 제거_양촌리
857,평탄함,주출입구 접근로_양촌리 화로 숯불구이
858,단차없음,주출입구 접근로_양촌리 화로 숯불구이
859,유효폭 1.2m 이상,주출입구 접근로_양촌리 화로 숯불구이
860,기울기 1/18이하,주출입구 접근로_양촌리 화로 숯불구이
861,보/차도 구분,주출입구 접근로_양촌리 화로 숯불구이
862,총주차대수3,장애인 전용 주차구역_양촌리 화로 숯불구이
863,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_양촌리 화로 숯불구이
864,유효폭 1.2m 이상,주출입구 높이차이 제거_양촌리 화로 숯불구이
865,평탄함,주출입구 접근로_역삼버드나무 집
866,단차없음,주출입구 접근로_역삼버드나무 집
867,유효폭 1.2m 이상,주출입구 접근로_역삼버드나무 집
868,기울기 1/18이하,주출입구 접근로_역삼버드나무 집
869,보/차도 구분,주출입구 접근로_역삼버드나무 집
870,총주차대수20,장애인 전용 주차구역_역삼버드나무 집
871,전용주차대수  2,장애인 전용 주차구역_역삼버드나무 집
872,출입구와 가까운 곳에 설치,장애인 전용 주차구역_역삼버드나무 집
873,크기 확보(3.3*5m),장애인 전용 주차구역_역삼버드나무 집
874,안내표지판 설치,장애인 전용 주차구역_역삼버드나무 집
875,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_역삼버드나무 집
876,유효폭 1.2m 이상,주출입구 높이차이 제거_역삼버드나무 집
877,평탄함,주출입구 접근로_연신내부대찌개
878,단차없음,주출입구 접근로_연신내부대찌개
879,유효폭 1.2m 이상,주출입구 접근로_연신내부대찌개
880,기울기 1/18이하,주출입구 접근로_연신내부대찌개
881,보/차도 구분,주출입구 접근로_연신내부대찌개
882,총주차대수9,장애인 전용 주차구역_연신내부대찌개
883,상세정보 없음,주출입구 접근로_연안본가
884,총주차대수22,장애인 전용 주차구역_연안본가
885,전용주차대수  1,장애인 전용 주차구역_연안본가
886,출입구와 가까운 곳에 설치,장애인 전용 주차구역_연안본가
887,크기 확보(3.3*5m),장애인 전용 주차구역_연안본가
888,안내표지판 설치,장애인 전용 주차구역_연안본가
889,평탄함,주출입구 접근로_연일선지해장국
890,단차없음,주출입구 접근로_연일선지해장국
891,유효폭 1.2m 이상,주출입구 접근로_연일선지해장국
892,기울기 1/18이하,주출입구 접근로_연일선지해장국
893,보/차도 구분없음,주출입구 접근로_연일선지해장국
894,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_연일선지해장국
895,유효폭 1.2m 이상,주출입구 높이차이 제거_연일선지해장국
896,상세정보 없음,주출입구 접근로_영천 영화 고기집(상민빌딩)
897,총주차대수20,장애인 전용 주차구역_영천 영화 고기집(상민빌딩)
898,전용주차대수  2,장애인 전용 주차구역_영천 영화 고기집(상민빌딩)
899,출입구와 가까운 곳에 설치,장애인 전용 주차구역_영천 영화 고기집(상민빌딩)
900,크기 확보(3.3*5m),장애인 전용 주차구역_영천 영화 고기집(상민빌딩)
901,안내표지판 미설치,장애인 전용 주차구역_영천 영화 고기집(상민빌딩)
902,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_영천 영화 고기집(상민빌딩)
903,유효폭 1.2m 이상,주출입구 높이차이 제거_영천 영화 고기집(상민빌딩)
904,상세정보 없음,주출입구 접근로_예소원
905,상세정보 없음,장애인 전용 주차구역_예소원
906,평탄함,주출입구 접근로_예향
907,단차없음,주출입구 접근로_예향
908,유효폭 1.2m 이상,주출입구 접근로_예향
909,기울기 1/18이하,주출입구 접근로_예향
910,보/차도 구분,주출입구 접근로_예향
911,평탄함,주출입구 접근로_옛골토성
912,단차없음,주출입구 접근로_옛골토성
913,유효폭 1.2m 이상,주출입구 접근로_옛골토성
914,기울기 1/18이하,주출입구 접근로_옛골토성
915,보/차도 구분없음,주출입구 접근로_옛골토성
916,총주차대수4,장애인 전용 주차구역_옛골토성
917,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_옛골토성
918,유효폭 1.2m 이상,주출입구 높이차이 제거_옛골토성
919,손잡이 설치,주출입구 높이차이 제거_옛골토성
920,평탄함,주출입구 접근로_옛골토성
921,단차없음,주출입구 접근로_옛골토성
922,유효폭 1.2m 이상,주출입구 접근로_옛골토성
923,기울기 1/18~1/12이하,주출입구 접근로_옛골토성
924,보/차도 구분없음,주출입구 접근로_옛골토성
925,총주차대수6,장애인 전용 주차구역_옛골토성
926,경사로 1/12초과 설치,주출입구 높이차이 제거_옛골토성
927,유효폭 1.2m 미만,주출입구 높이차이 제거_옛골토성
928,손잡이 미흡설치,주출입구 높이차이 제거_옛골토성
929,평탄함,주출입구 접근로_옛골토성
930,단차없음,주출입구 접근로_옛골토성
931,유효폭 1.2m 이상,주출입구 접근로_옛골토성
932,기울기 1/18~1/12이하,주출입구 접근로_옛골토성
933,보/차도 구분없음,주출입구 접근로_옛골토성
934,총주차대수6,장애인 전용 주차구역_옛골토성
935,경사로 1/12초과 설치,주출입구 높이차이 제거_옛골토성
936,유효폭 1.2m 미만,주출입구 높이차이 제거_옛골토성
937,손잡이 미흡설치,주출입구 높이차이 제거_옛골토성
938,평탄함,주출입구 접근로_옛골토성상봉점
939,단차없음,주출입구 접근로_옛골토성상봉점
940,유효폭 1.2m 이상,주출입구 접근로_옛골토성상봉점
941,기울기 1/18이하,주출입구 접근로_옛골토성상봉점
942,보/차도 구분,주출입구 접근로_옛골토성상봉점
943,총주차대수4,장애인 전용 주차구역_옛골토성상봉점
944,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_옛골토성상봉점
945,유효폭 1.2m 이상,주출입구 높이차이 제거_옛골토성상봉점
946,평탄함,주출입구 접근로_오리킹
947,단차없음,주출입구 접근로_오리킹
948,유효폭 1.2m 이상,주출입구 접근로_오리킹
949,기울기 1/18이하,주출입구 접근로_오리킹
950,보/차도 구분없음,주출입구 접근로_오리킹
951,상세정보 없음,장애인 전용 주차구역_오리킹
952,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_오리킹
953,유효폭 1.2m 이상,주출입구 높이차이 제거_오리킹
954,평탄함,주출입구 접근로_오발탄
955,단차없음,주출입구 접근로_오발탄
956,유효폭 1.2m 이상,주출입구 접근로_오발탄
957,기울기 1/18이하,주출입구 접근로_오발탄
958,보/차도 구분,주출입구 접근로_오발탄
959,상세정보 없음,장애인 전용 주차구역_오발탄
960,경사로 1/12초과 설치,주출입구 높이차이 제거_오발탄
961,유효폭 1.2m 이상,주출입구 높이차이 제거_오발탄
962,손잡이 설치,주출입구 높이차이 제거_오발탄
963,상세정보 없음,주출입구 접근로_오발탄
964,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_오발탄
965,유효폭 1.2m 이상,주출입구 높이차이 제거_오발탄
966,손잡이 설치,주출입구 높이차이 제거_오발탄
967,상세정보 없음,주출입구 접근로_오발탄
968,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_오발탄
969,유효폭 1.2m 이상,주출입구 높이차이 제거_오발탄
970,손잡이 설치,주출입구 높이차이 제거_오발탄
971,상세정보 없음,주출입구 접근로_오삼 부대찌개(상류사회빌딩)
972,총주차대수8,장애인 전용 주차구역_오삼 부대찌개(상류사회빌딩)
973,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_오삼 부대찌개(상류사회빌딩)
974,유효폭 1.2m 이상,주출입구 높이차이 제거_오삼 부대찌개(상류사회빌딩)
975,평탄함,주출입구 접근로_옥토빌딩<일반음식점>-다미식당
976,단차없음,주출입구 접근로_옥토빌딩<일반음식점>-다미식당
977,유효폭 1.2m 이상,주출입구 접근로_옥토빌딩<일반음식점>-다미식당
978,기울기 1/18이하,주출입구 접근로_옥토빌딩<일반음식점>-다미식당
979,보/차도 구분,주출입구 접근로_옥토빌딩<일반음식점>-다미식당
980,총주차대수3,장애인 전용 주차구역_옥토빌딩<일반음식점>-다미식당
981,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_옥토빌딩<일반음식점>-다미식당
982,유효폭 1.2m 이상,주출입구 높이차이 제거_옥토빌딩<일반음식점>-다미식당
983,손잡이 설치,주출입구 높이차이 제거_옥토빌딩<일반음식점>-다미식당
984,경사로 1/12초과 설치,주출입구 높이차이 제거_온누림
985,유효폭 1.2m 미만,주출입구 높이차이 제거_온누림
986,손잡이 설치,주출입구 높이차이 제거_온누림
987,평탄함,주출입구 접근로_왕돌구이집
988,단차없음,주출입구 접근로_왕돌구이집
989,유효폭 1.2m 이상,주출입구 접근로_왕돌구이집
990,기울기 1/18이하,주출입구 접근로_왕돌구이집
991,보/차도 구분,주출입구 접근로_왕돌구이집
992,총주차대수7,장애인 전용 주차구역_왕돌구이집
993,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_왕돌구이집
994,유효폭 1.2m 이상,주출입구 높이차이 제거_왕돌구이집
995,손잡이 설치,주출입구 높이차이 제거_왕돌구이집
996,상세정보 없음,주출입구 접근로_왕초한우건물
997,총주차대수5,장애인 전용 주차구역_왕초한우건물
998,상세정보 없음,주출입구 접근로_원조 현풍 할매집 곰탕
999,총주차대수16,장애인 전용 주차구역_원조 현풍 할매집 곰탕
1000,전용주차대수  1,장애인 전용 주차구역_원조 현풍 할매집 곰탕
1001,출입구와 가까운 곳에 설치,장애인 전용 주차구역_원조 현풍 할매집 곰탕
1002,크기 확보(3.3*5m),장애인 전용 주차구역_원조 현풍 할매집 곰탕
1003,안내표지판 설치,장애인 전용 주차구역_원조 현풍 할매집 곰탕
1004,평탄함,주출입구 접근로_육 칠 팔
1005,단차없음,주출입구 접근로_육 칠 팔
1006,유효폭 1.2m 이상,주출입구 접근로_육 칠 팔
1007,기울기 1/18이하,주출입구 접근로_육 칠 팔
1008,보/차도 구분,주출입구 접근로_육 칠 팔
1009,총주차대수10,장애인 전용 주차구역_육 칠 팔
1010,전용주차대수  1,장애인 전용 주차구역_육 칠 팔
1011,출입구와 가까운 곳에 설치,장애인 전용 주차구역_육 칠 팔
1012,크기 확보(3.3*5m),장애인 전용 주차구역_육 칠 팔
1013,안내표지판 설치,장애인 전용 주차구역_육 칠 팔
1014,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_육 칠 팔
1015,유효폭 1.2m 이상,주출입구 높이차이 제거_육 칠 팔
1016,손잡이 설치,주출입구 높이차이 제거_육 칠 팔
1017,평탄함,주출입구 접근로_이조화로구이
1018,단차없음,주출입구 접근로_이조화로구이
1019,유효폭 1.2m 이상,주출입구 접근로_이조화로구이
1020,기울기 1/18이하,주출입구 접근로_이조화로구이
1021,보/차도 구분없음,주출입구 접근로_이조화로구이
1022,총주차대수45,장애인 전용 주차구역_이조화로구이
1023,전용주차대수  2,장애인 전용 주차구역_이조화로구이
1024,출입구와 가까운 곳에 설치,장애인 전용 주차구역_이조화로구이
1025,크기 미 확보,장애인 전용 주차구역_이조화로구이
1026,안내표지판 설치,장애인 전용 주차구역_이조화로구이
1027,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_이조화로구이
1028,유효폭 1.2m 이상,주출입구 높이차이 제거_이조화로구이
1029,손잡이 설치,주출입구 높이차이 제거_이조화로구이
1030,평탄함,주출입구 접근로_이하정 간장게장 서울본점
1031,단차없음,주출입구 접근로_이하정 간장게장 서울본점
1032,유효폭 1.2m 이상,주출입구 접근로_이하정 간장게장 서울본점
1033,기울기 1/18이하,주출입구 접근로_이하정 간장게장 서울본점
1034,보/차도 구분,주출입구 접근로_이하정 간장게장 서울본점
1035,총주차대수4,장애인 전용 주차구역_이하정 간장게장 서울본점
1036,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_이하정 간장게장 서울본점
1037,유효폭 1.2m 이상,주출입구 높이차이 제거_이하정 간장게장 서울본점
1038,손잡이 설치,주출입구 높이차이 제거_이하정 간장게장 서울본점
1039,출입구 및 피난통로와 가까운곳에 설치,장애인용 관람석_이하정 간장게장 서울본점
1040,관람석 면적0.9*1.3m 이상,장애인용 관람석_이하정 간장게장 서울본점
1041,좌석설치,장애인용 관람석_이하정 간장게장 서울본점
1042,상세정보 없음,주출입구 접근로_일반음식점(나주곰탕)
1043,상세정보 없음,장애인 전용 주차구역_일반음식점(나주곰탕)
1044,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_일반음식점(나주곰탕)
1045,유효폭 1.2m 이상,주출입구 높이차이 제거_일반음식점(나주곰탕)
1046,손잡이 미흡설치,주출입구 높이차이 제거_일반음식점(나주곰탕)
1047,평탄함,주출입구 접근로_일킬로칼국수
1048,단차없음,주출입구 접근로_일킬로칼국수
1049,유효폭 1.2m 이상,주출입구 접근로_일킬로칼국수
1050,기울기 1/18이하,주출입구 접근로_일킬로칼국수
1051,보/차도 구분없음,주출입구 접근로_일킬로칼국수
1052,총주차대수6,장애인 전용 주차구역_일킬로칼국수
1053,평탄함,주출입구 접근로_일품신토오리
1054,단차없음,주출입구 접근로_일품신토오리
1055,유효폭 1.2m 이상,주출입구 접근로_일품신토오리
1056,기울기 1/18이하,주출입구 접근로_일품신토오리
1057,보/차도 구분,주출입구 접근로_일품신토오리
1058,총주차대수19,장애인 전용 주차구역_일품신토오리
1059,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_일품신토오리
1060,유효폭 1.2m 이상,주출입구 높이차이 제거_일품신토오리
1061,평탄함,주출입구 접근로_일품신토오리
1062,단차없음,주출입구 접근로_일품신토오리
1063,유효폭 1.2m 이상,주출입구 접근로_일품신토오리
1064,기울기 1/18이하,주출입구 접근로_일품신토오리
1065,보/차도 구분없음,주출입구 접근로_일품신토오리
1066,총주차대수10,장애인 전용 주차구역_일품신토오리
1067,전용주차대수  1,장애인 전용 주차구역_일품신토오리
1068,출입구와 가까운 곳에 설치,장애인 전용 주차구역_일품신토오리
1069,크기 확보(3.3*5m),장애인 전용 주차구역_일품신토오리
1070,안내표지판 설치,장애인 전용 주차구역_일품신토오리
1071,평탄함,주출입구 접근로_일품신토오리
1072,단차없음,주출입구 접근로_일품신토오리
1073,유효폭 1.2m 이상,주출입구 접근로_일품신토오리
1074,기울기 1/18이하,주출입구 접근로_일품신토오리
1075,보/차도 구분없음,주출입구 접근로_일품신토오리
1076,총주차대수10,장애인 전용 주차구역_일품신토오리
1077,전용주차대수  1,장애인 전용 주차구역_일품신토오리
1078,출입구와 가까운 곳에 설치,장애인 전용 주차구역_일품신토오리
1079,크기 확보(3.3*5m),장애인 전용 주차구역_일품신토오리
1080,안내표지판 설치,장애인 전용 주차구역_일품신토오리
1081,상세정보 없음,주출입구 접근로_임고집한우
1082,평탄함,주출입구 접근로_자연한그릇
1083,단차없음,주출입구 접근로_자연한그릇
1084,유효폭 1.2m 이상,주출입구 접근로_자연한그릇
1085,기울기 1/18이하,주출입구 접근로_자연한그릇
1086,보/차도 구분없음,주출입구 접근로_자연한그릇
1087,총주차대수28,장애인 전용 주차구역_자연한그릇
1088,전용주차대수  2,장애인 전용 주차구역_자연한그릇
1089,출입구와 가까운 곳에 설치,장애인 전용 주차구역_자연한그릇
1090,크기 미 확보,장애인 전용 주차구역_자연한그릇
1091,안내표지판 설치,장애인 전용 주차구역_자연한그릇
1092,경사로 1/12초과 설치,주출입구 높이차이 제거_자연한그릇
1093,유효폭 1.2m 미만,주출입구 높이차이 제거_자연한그릇
